GO ID:,Agency:,Close Date & Time:,Primary Category:,Publish Date:,Location:,Selection Process:,Description:,Eligibility:,Grant Activity Timeframe:,Total Amount Available (AUD):,Instructions for Application Submission:,Other Instructions:,Internal Reference ID:,FO Reference:,Addenda Available:,Estimated Grant Value (AUD):,Secondary Category:,Co-sponsored with:
GO5658,Department of Education,"31-Dec-2023 9:00 pm (ACT Local Time)
Show close time for other time zones",251003 - Indigenous Education,17-Jun-2022,"ACT, NSW, VIC, SA, WA, QLD, NT, TAS",Closed Non-Competitive,"The Australian Government has announced a package of early childhood measures as part of the Australian Government’s commitment to achieving Closing the Gap targets. The department will be working in partnership with Aboriginal and Torres Strait Islander peak bodies, communities and services to expand the CCCFR program.
The funding announced to expand the CCCFR program will include the establishment of up to 20 new early childhood education and care (ECEC) services in mainly remote communities. Additional funding of $29.9 million over 4 years has been allocated for this expansion, on top of approximately $55 million per annum expended in the existing CCCFR program.
Identification of new CCCFR sites will be informed by data on service gaps and in consultation with peak bodies, State and Territory governments and other key Aboriginal and Torres Strait Islander stakeholders. The expanded program aims to support eligible ECEC services build capacity and operate sustainably under the childcare system and increase participation by Aboriginal and Torres Strait Islander children in culturally appropriate ECEC.
Funding allocation will be determined through a select grant application process which commenced in 2022.","To be eligible to apply for a grant, a provider must be one of the organisations identified through the community consultation process and have been invited to apply by the department.","Assessment of applications – Commencing following grant application submission date
Approval of outcomes of selection process – 4 weeks from date of assessment of applications
Negotiations and award of grant agreements – 1 to 3 weeks from date of approval of outcomes
Notification to unsuccessful applicants – 2 weeks from date of approval of outcomes
Earliest start date of grant activity – Subject to individual grant agreement
End date of grant activity or agreement – Subject to individual agreements.",,By invitation only. ,"Please note:
There are changes to the Grant Opportunity Guidelines, including the extension of the close date to Friday 31 December 2023, please use the following updated grant opportunity document
Grant Opportunity Guidelines (GOGs) - version 4",2021-6707,,View Addenda,,,
GO6301,"Department of Agriculture, Fisheries and Forestry","24-Jan-2024 9:00 pm (ACT Local Time)
Show close time for other time zones",111002 - Business Development,21-Jun-2023,"ACT, NSW, VIC, SA, WA, QLD, NT, TAS",Demand Driven,"Assessment and notification of outcomes will be divided into 3 batches. The table below identifies the cut-off dates for all 3 batches:
Batch 1 - closes 9:00 pm AEST on 15 August 2023 - ID 2022-734 - Currently open for applications
Batch 2 - closes 9:00 pm AEDT on 25 October 2023 - ID 2022-735 - Closed
Batch 3 - closes 9:00 pm AEDT on 24 January 2024 - ID 2023-1113 - Closed
The Australian Government is inviting organisations via a Demand Driven (eligibility-based) process to apply to deliver services under the Support Plantation Establishment 2023–24 program.
Objectives:
increase future plantation forest resources available for processing, as well as for plantation forest management, harvesting and haulage employment
support private industry, First Nations businesses, farm foresters and state and territory government forestry bodies to expand the Australian plantation forest estate
contribute to meeting Australia’s carbon emission reduction targets.
Intended outcomes:
increase domestic timber supply, particularly construction and manufacturing timber resources, to contribute to the demands of the Australian market
support private industry, First Nations businesses, farm foresters and state and territory government forestry bodies to reduce their carbon footprint by storing it in plantation trees and to contribute to Australia’s carbon emission reduction targets
support the retention and/or creation of regional jobs and support for regional communities.","To be eligible, you must be one of the following entity types:
Company
Corporate State or Territory Entity
Incorporated Association
Indigenous Corporation
Sole Trader
Cooperative
Partnership.
If you are applying as a Trustee on behalf of a Trust the Trustee must have an eligible entity type as listed above.
Applications from consortia are acceptable, as long as you have a lead applicant who is solely accountable to the Commonwealth for the delivery of grant activities and is an eligible entity as per the list above.
Please see section 4.2 of the Grant Opportunity Guidelines for additional eligibility requirements.",,,"To apply you must:
complete the online application form, please see 'Submit Application'
provide all the information requested
meet all eligibility criteria
include all necessary attachments
submit your application to the Community Grants Hub by:
 9:00 pm AEST on or before 15 August 2023 if applying for funding in the first batch
9:00 pm AEDT on before 25 October 2023 if applying for funding in the second batch
9:00 pm AEDT on before 24 January 2024 if applying for funding in the third batch.",,2022-734,,,,,
GO6030,Department of Veterans' Affairs,"6-Feb-2024 9:00 pm (ACT Local Time)
Show close time for other time zones",361001 - Commemorative,8-Feb-2023,"ACT, NSW, VIC, SA, WA, QLD, NT, TAS, Administered Territories",Open Competitive,"Assessment and notification of outcomes will be divided into 3 batches. The table below identifies the cut-off dates for all 3 batches:
Batch 1 - closes 9:00 pm AEST 13 June 2023 - ID 2021-8953 - Closed
Batch 2 - closes 9:00 pm AEDT 10 October 2023 - ID 2021-9020 - Currently open for applications
Batch 3 - closes 9:00 pm AEDT 6 February 2024 - ID 2021-9021 - Closed

The Australian Government is inviting eligible organisations to apply for grant funding under the Saluting Their Service Commemorative Grants Program (the program).
The program is designed to provide funding for projects that promote appreciation and understanding of the experiences of service and the roles that those who served have played, and to preserve, add to the sum knowledge on, or provide access to information about Australia’s wartime heritage.  
There are 2 categories of grants available under the program:
1. Community Grants (STS-CG)
Grants to a maximum of $10,000 are available for local, community-based projects and activities.
2. Major Grants (STS-MG)
Grants between $10,001 and $150,000 are available for major commemorative projects and activities that are significant from a national, state, territory and/or regional perspective.  
If your project involves restoring/changing a memorial, there may be heritage considerations. Information is available from your state or territory government heritage body, or at the Department of Veterans’ Affairs website.","To be eligible you must be one of the following entity types:
Company
Cooperative
Corporate State or Territory Entity
Incorporated Association
Indigenous Corporation
Local Government
Non-corporate State or Territory Entity
Non-corporate State or Territory Statutory Authority
Partnership
Person
Sole Trader
Statutory Entity
Unincorporated Association – grant activities up to $10,000 only.
If you are applying as a Trustee on behalf of a Trust, the Trustee must have an eligible entity type as listed above.
Applications from consortia are acceptable, as long as you have a lead applicant who is solely accountable to the Commonwealth for the delivery of grant activities and is an eligible entity as per the list above.","Application period - Open: 8 February 2023, Close 9:00 pm AEDT on 6 February 2024
  Assessment of applications - within 6 weeks from the closing date
Notification of outcomes - within 12 weeks from the closing date
Negotiations and award of grant agreements - within 16 weeks from the closing date
Earliest start date of grant activity- in batches between September 2023 and May 2024
End date of grant activity - as stated in your grant agreement, if successful",,"Only one application per batch is to be made for each individual project or activity type listed in section 5.1 of the Grant Opportunity Guidelines. A separate application form must be submitted for each individual project or activity and can be across both the Community Grants and Major Grants categories. If more than one application is submitted for the same project or activity, the latest accepted application will progress.
To apply, you must:
complete the online application form, please see 'Submit Application' 
provide all the information requested
address all eligibility criteria and assessment criteria
include all necessary attachments
submit your application/s to the Community Grants Hub by 9:00 pm AEDT on or before 6 February 2024.
We will not provide application forms or accept applications for this grant opportunity by fax or mail.",Please use latest version of Grant Opportunity Guidelines dated 15 February 2023.,2021-9020,,View Addenda,,,
GO6114,National Health and Medical Research Council (NHMRC),"7-Feb-2024 5:00 pm (ACT Local Time)
Show close time for other time zones",231013 - Medical Research,1-Mar-2023,"ACT, NSW, VIC, SA, WA, QLD, NT, TAS",Targeted or Restricted Competitive,"The Medical Research Future Fund (MRFF) Clinical Trials Activity Initiative aims to enable or support:
the evidence base supporting clinical care
patients access trials relevant to their health circumstances
researchers to bring international trials to Australian patients
The objective of this grant opportunity is to provide grants of financial assistance to support medical research and medical innovation projects that:
 Promote Australian involvement in international collaborative investigator-initiated clinical trials research through the establishment and co-ordination of clinical trial site/s in Australia.
Provide high-quality evidence of the effectiveness of novel health treatments, drugs or devices in ‘usual care’ settings, which will support a decision on whether to deliver the intervention in an Australian setting.
The intended outcome of the research is to support projects that progress research that addresses a specific health need.
Applicants to this grant opportunity must propose to conduct research that delivers against the above objectives and those of the Clinical Trials Activity Initiative. Applicants are encouraged to propose novel and/or innovative research and describe how the outcomes of the research will be translated into health benefits for Australians.
Applications to this grant opportunity must propose a clinical trial in Australia in collaboration with international counterparts. The clinical trial should not have commenced recruitment at the Australian trial site/s.
This grant opportunity is being administered by NHMRC on behalf of the Australian Government Department of Health and Aged Care.
Further information on the Medical Research Future Fund is available from the Department of Health and Aged Care’s website.","Applications will only be accepted from approved MRFF Eligible Organisations. A list of approved MRFF Eligible Organisations is available from the GrantConnect GO Documents and from the MRFF Eligible Organisations List  on the NHMRC website.
Applications must satisfy all the requirements set out in the Medical Research Future Fund (MRFF) – Clinical Trials Activity Initiative – 2023 International Clinical Trial Collaborations Grant Opportunity Guidelines",The maximum grant period that can be applied for is five years,"$12,600,000.00","Applicants are advised to read the Grant Guidelines thoroughly and liaise with the Administering Institution that will submit the application to identify any specific requirements that the Institution might have.
Applications must be submitted electronically using NHMRC’s online granting system (Sapphire).","Minimum Data closes at 5:00 pm (ACT Local Time) on:
Round 1: 28 June 2023
Round 2: 6 December 2023
Questions should be submitted no later than 1:00 pm (ACT Local Time) on:
Round 1: 19 July 2023
Round 2: 31 January 2024",,,,"From $0.00 to $3,000,000.00",,Department of Health and Aged Care
GO6328,National Health and Medical Research Council (NHMRC),"6-Mar-2024 5:00 pm (ACT Local Time)
Show close time for other time zones",231013 - Medical Research,28-Jun-2023,"ACT, NSW, VIC, SA, WA, QLD, NT, TAS",Targeted or Restricted Competitive,"The Medical Research Future Fund (MRFF) Indigenous Health Research Fund aims to improve the health of Aboriginal and Torres Strait Islander people over 11 years from 2018–19 to 2028–29.
The objectives and outcomes of the 2023 Indigenous Health Research grant opportunity are detailed in the grant guidelines.
Applications to this grant opportunity must propose research that addresses one of the five Streams of research. An application may be submitted to one of the five Streams only. Applicants must specify the Stream to which they are applying in their application.
This grant opportunity is being administered by NHMRC on behalf of the Australian Government Department of Health and Aged Care.
Further information on the Medical Research Future Fund is available from the Department of Health and Aged Care’s website.","Applications will only be accepted from approved MRFF Eligible Organisations. A list of approved MRFF Eligible Organisations is available from the GrantConnect GO Documents and from the MRFF Eligible Organisations List  on the NHMRC website.
Applications must satisfy all the requirements set out in the Medical Research Future Fund (MRFF) – 2023 Indigenous Health Research Grant Guidelines",June 2028,"$21,600,000.00","Applicants are advised to read the Grant Guidelines thoroughly and liaise with the Administering Institution that will submit the application to identify any specific requirements that the Institution might have.
Applications must be submitted electronically using NHMRC’s online granting system (Sapphire).","Minimum Data closes at 5:00 pm (ACT Local Time) on 7 February 2024
Questions should be submitted no later than 1:00 pm (ACT Local Time) on 21 February 2024.",,,,"From $0.00 to $5,000,000.00",,Department of Health and Aged Care
GO6223,Department of Health and Aged Care,"3-Apr-2024 2:00 pm (ACT Local Time)
Show close time for other time zones",101001 - Aged Care,26-Apr-2023,"ACT, NSW, VIC, SA, WA, QLD, NT, TAS",Demand Driven,"The purpose of the 2023 COVID-19 Aged Care Support Program grant opportunity is to assist providers to transition towards managing the costs of COVID-19 outbreaks as part of their business-as-usual arrangements. The Program will reimburse approved aged care providers to maintain preparedness for, and respond to, outbreaks in the 2023 calendar year. This will cover eligible expenditure incurred in managing direct impacts of COVID-19 to a maximum grant value per operational place for residential aged care providers, or numbers of home care packages for home care providers.
The objective of the program is to: 
• support the provision of safe and quality care for older Australians in their choice of care through regulatory activities, collaboration with the aged care sector and consumers, as well as capacity building and awareness raising activities.
The intended outcomes of the program are:
• consumers of Aged Care Services directly impacted by COVID-19 experience safe and quality care, and
• the financial costs of managing direct impacts of COVID-19 are reduced for eligible Aged Care services. 
To view the grant opportunity documents, please select the red ""Grant Opportunity Documents"" button on the left-hand side.","To be eligible you must be an:
• approved Residential Aged Care provider with one or more services directly impacted by COVID-19
• approved National Aboriginal and Torres Strait Islander Flexible Aged Care Program (NATSIFACP) provider with one or more services directly impacted by COVID-19 and/or
• approved Home Care provider with one or more services directly impacted by COVID-19 and
• submit an application that is greater than $650.00 and less than the baseline cap (refer to section 3.1 of the Grant Opportunity Guidelines), as applicable. 
For the Invitation Only stream you must have received an email invitation from the department to apply.
NOTE: Directly impacted services are those with one or more COVID-19 infected residents or clients in the period between 1 January 2023 and 31 December 2023.",,"$428,780,000.00","Submit the completed application form and all necessary attachments by the closing date and time via the Online Application Form document located via the ""Grant Opportunity Documents"" button on the left-hand side. 
You should keep a copy of your application and any supporting documents. You will receive an automated email notification acknowledging the receipt of the submission which includes your Submission Reference ID. Retain this ID if you wish to query your application. If you do not receive an automated email notification within 48 hours of submission, please email Grant.ATM@health.gov.au. ",Note the 2MB limit per attachment in the application form. Multiple files/documents should be scanned into a single document. Compressed or zip files are not accepted. File names must be unique and not include foreign characters.,P03917,PO3917,,"From $0.00 to $428,780,000.00",,
GO6080,"Department of Climate Change, Energy, the Environment and Water","12-Apr-2024 5:00 pm (ACT Local Time)
Show close time for other time zones","211011 - Zoos, Wildlife Sanctuaries and Conservation of Endangered Species",14-Apr-2023,"ACT, NSW, QLD",Closed Non-Competitive,"The Saving Koalas Fund - Health Grants will support eligible organisations in their endeavour to protect and restore Koala habitats. The program will provide up to $19.9 million over 4 years from 2022-23 to 2025-26.
The objective of the program is to:
support efforts to improve the trajectory of the koala by addressing koala health challenges and improving health outcomes.
The intended outcome of the program are to:
improve capacity and professional capability in koala and other wildlife treatment, triage, and rehabilitation
improve knowledge and management of koala populations and health across their range
improve understanding and management of key koala diseases and hazards.","You can apply if you:
have an Australian business number (ABN)
are an organisation invited to apply for a project listed in Appendix A of the guidelines.
You can’t apply if you are:
an organisation not listed in Appendix A
an organisation, or your project partner is an organisation, included on the National Redress Scheme’s list of Institutions that have not joined or signified their intent to join the Scheme
an employer of 100 or more employees that has not complied with the Workplace Gender Equality Act (2012).",,"$19,900,000.00",Eligible applicants will be contacted.,,Saving Koalas Fund Health,,View Addenda,"From $0.00 to $19,900,000.00",,
GO5672,Department of Health and Aged Care,"30-Apr-2024 2:00 pm (ACT Local Time)
Show close time for other time zones",101001 - Aged Care,6-Jul-2022,"ACT, NSW, VIC, SA, WA, QLD, NT, TAS",Closed Non-Competitive,"* This grant opportunity was formerly knonw as GO4265 which was published between 27 August 2020 to 30 June 2022.
The purpose of this grant opportunity is to provide CHSP providers with an opportunity to submit ad-hoc proposals to enable them to respond to unforeseen and exceptional circumstances, address gaps in service delivery and trial and implement new and innovative service delivery models in the 2022-24 financial years.
Select the ""GO Documents"" red button (on the left-hand side) of the Grant Connect web page to view all Grant Opportunity documentation.","To be eligible, you must have an executed Whole of Government grant agreement with the Commonwealth to deliver CHSP services that is due to expire on 30 June 2024.",,"$45,000,000.00",To apply you must complete the CHSP Ad hoc Proposal Form and send to chspprogram@health.gov.au prior to the closing date.,,P3570,,View Addenda,"From $10,000.00 to $250,000.00",,
GO6307,Department of Education,"10-May-2024 5:00 pm (ACT Local Time)
Show close time for other time zones",131001 - Child Care,8-Jun-2023,"ACT, NSW, VIC, SA, WA, QLD, NT, TAS",Demand Driven,"On 3 May 2023, the Australian Government announced the Professional Development and Paid Practicum Subsidy Program (program) as part of the 2023-24 Budget. The program is one of a number of urgent actions to help support the skills and training of early childhood education and care (ECEC) educators by expanding access to quality professional development.
For the Professional Development stream, funding of $12.8 million is available in 2023-24. The objective of the program is to support up to 22,000 early childhood educators, early childhood teachers and directors (centre managers) to undertake professional development for up to two days. The amount of the subsidy for this stream will be calculated based on a flat daily rate (calculated based on current July 2022 award rates) with rates for early childhood educators, early childhood teachers and Directors.
For the Paid Practicum stream, the objective of the program is to support up to 2,500 early childhood educators in target areas to complete their formal training towards an early childhood teacher degree qualification or postgraduate studies. In 2023-24, funding of $11.4 million is available.  The amount of the subsidy for this stream will be calculated as a flat weekly rate based on Level 3.4 (Diploma) of the Children’s Services Award (2010).
Across both streams in 2023-24, the program is particularly targeted to services and educators in regional, remote or very remote communities and Firs Nations educators and services.
The guidelines for the program apply to 2023-24 only.  New guidelines for 2024-25 onwards will be released following consultation with stakeholders and agreement by the Minister for Early Childhood Education.","There are 4 elements of eligibility for the program:
1.   Basic Eligibility
Eligibility for Services is the same across both program streams. All Services must be receiving the Child Care Subsidy (CCS) to be considered eligible.
2.   Service types
To be eligible for this program, a Service must be receiving CCS (as eligibility will be determined through CCS records). This includes long day care, family day-care, in-home care, centre-based day care and outside school hours care services. Preschool and kindergarten services are not eligible to receive this Subsidy.
3.   Location
The Subsidy is targeted to Services that undertake service delivery in several remote location. 
Remoteness categories are determined by the ABS. More details can be found at: Remoteness Structure | Australian Bureau of Statistics (abs.gov.au)  
4.   First Nations Status
First Nations-owned and controlled Services are eligible regardless of location, as defined in Priority Reform Two of the National Agreement Closing the Gap",2023-24 to 2025-26,,Potentially eligible applicants will be sent a letter by the Department and an application form will be provided to complete.,,,,,,,
GO4558,Department of Home Affairs,"30-May-2024 5:00 pm (ACT Local Time)
Show close time for other time zones",151001 - Community Safety,1-Jul-2021,"ACT, NSW, VIC, SA, WA, QLD, NT, TAS, Administered Territories",Demand Driven,"This program aims to provide transitional support to implement the Screener Accreditation Scheme. We understand that implementing the scheme will have a financial impact for regional and remote airports who run on small profit margins. Funding will end in 2024.
Its objectives are to:
    support regional and remote airports meet the requirements of the Screener Accreditation Scheme
    increase the delivery and effectiveness of education, training and testing for screening officers and air cargo examination officers 
    reduce the cost burden of airport security to regional airports
    support regional airport compliance with the Aviation Transport Security Act 2004.
The grant amount will be up to 100% of eligible expenditure.
    The minimum grant amount is $1000.
    The maximum grant amount is $25,000.
You can apply for up to 2 grants per financial year. You can apply for up to a maximum of $25,000 per financial year.
The program is open for three years commencing 1 July 2021.

Year 1 – opens 1 July 2021 and closes 30 May 2022.
Year 2 – opens 1 July 2022 and closes 30 May 2023.
Year 3 – opens 1 July 2023 and closes 30 May 2024.","To be eligible we must have invited you to apply.
You will need to be:
an eligible regional or remote airport as identified by The Department of Home Affairs
entity formally authorised by the eligible airport.
If we have not invited you to apply for the grant, you're not considered eligible to apply.
We can only accept applications if you:
Can provide invoice(s) demonstrating proof of delivery and payment for eligible activities. You must have paid invoices between 1 July and 30 May in the financial year of your application.
Have not received the maximum $25,000 in the financial year of your application.",,"$4,000,000.00",To apply go to: https://www.business.gov.au/RRASAP,"business.gov.au provides information and advice to customers via a range of channels including phone (13 28 46), email and web chat. Contact us for assistance.",,,,"From $1,000.00 to $25,000.00",351003 - Transport,
GO5488,Department of Defence,"31-May-2024 5:00 pm (ACT Local Time)
Show close time for other time zones",361002 - Defence,15-Sep-2022,"ACT, NSW, VIC, SA, WA, QLD, NT, TAS, Administered Territories",Closed Non-Competitive,"Through agreement between the US Department of Defense (US DoD) and the Australian Department of Defence (Defence), the Australian Government will offer grant funding to Australian higher-education providers (universities) that have been successful in a joint Australia-US submission to the US Multidisciplinary University Research Initiative (MURI) program. AUSMURI complements MURI, which the US DoD administers. AUSMURI supports Australian universities that are part of successful bids in the US MURI process. Australian Government funding is provided through AUSMURI grants for projects on designated topics determined by Defence to have high potential for significant future defence capability.
We expect to fund only one new AUSMURI grant each year. However, in any year, we may designate more than one AUSMURI topic where the research is deemed a priority for future defence capabilities.","To be eligible you must be invited to apply and:
have an Australian Business Number (ABN)
be a higher-education provider listed at Table A or Table B of the Higher Education Support Act 2003 (Cth) 
be party to an approved MURI submission on a designated AUSMURI topic
attach all relevant documents.",,"$3,000,000.00","To apply, you must:
be invited to apply
complete and submit your application through the portal
provide all the information requested 
address all eligibility criteria 
include all necessary attachments.","business.gov.au provides information and advice to customers via a range of channels including phone (13 28 46), email and web chat. Contact us for assistance.",,,,"From $3,000,000.00 to $3,000,000.00",,
GO5496,"Department of Infrastructure, Transport, Regional Development, Communications and the Arts","31-May-2024 5:00 pm (ACT Local Time)
Show close time for other time zones",351003 - Transport,1-Apr-2022,"ACT, NSW, VIC, SA, WA, QLD, NT, TAS, Administered Territories, Overseas",Open Competitive,"The objective of this program is to incentivise voluntary uptake of ADS-B equipment in Australian–registered aircraft operating under Visual Flight Rules (VFR) to improve safety and efficiency for Australian airspace users.

The program will provide:
better situational awareness for pilots through improved electronic visibility of nearby airborne VFR aircraft
enhanced search and rescue capabilities through improved air traffic information
air traffic controllers with additional and accurate automated aircraft position information of VFR aircraft.
The program funds two classes of eligible ADS-B equipment:
installed ADS-B equipment that air traffic controllers can use for aircraft separation purposes (referred to as ADS-B)
portable ADS-B equipment for local electronic traffic information purposes (referred to as ADS-B EC).","You can apply if you meet the eligibility criteria. The eligibility criteria are a set of rules that describe who we can consider for this grant. You can apply if you:
are an eligible entity
have eligible activities
have eligible expenditure.
The rules are in the grant opportunity guidelines.
You can apply if you are the registered owner of a crewed aircraft operating under Visual Flight Rules (VFR) and shown in an approved registration database including:
the CASA Australian aircraft register for VH aircraft registration database
an approved Australian Sport Aviation organisation such as Recreational Aviation Australia (RAAus), Australian Sport Rotorcraft Association (ASRA) or Sports Aviation Federation of Australia (SAFA).
You can’t apply if :
the aircraft or device has already received a grant under this program
you are an organisation, or your project partner is an organisation, included on the National Redress Scheme’s list of Institutions that have not joined or signified their intent to join the Scheme
you are an employer of 100 or more employees that has not complied with the Workplace Gender Equality Act (2012).",,"$30,000,000.00",To apply go to https://business.gov.au/adsbrp. This grant opportunity opens on 12 August 2022.,"business.gov.au provides information and advice to customers via a range of channels including phone (13 28 46), email and web chat. Contact us for assistance.",,,View Addenda,"From $0.00 to $5,000.00",,
GO5826,"Department of Climate Change, Energy, the Environment and Water","28-Jun-2024 5:00 pm (ACT Local Time)
Show close time for other time zones","211011 - Zoos, Wildlife Sanctuaries and Conservation of Endangered Species",31-Mar-2023,"ACT, NSW, QLD",Closed Non-Competitive,"The Saving Koalas Fund - Habitat Restoration Grants will support eligible organisations in their endeavour to protect and restore Koala habitats. The program will run over 3 years across 2022-23 to 2024-25.
The program will provide up to $7.5 million of grant funding to eligible groups and organisations for community-based tree planting events.
The objective of the program is to:
support efforts to improve the trajectory of the listed koala (combined populations of Queensland (QLD), New South Wales (NSW) and the Australian Capital Territory (ACT)) through koala habitat restoration, protection and in situ threat mitigation.
The intended outcome of the program is to:
improve the extent, quality and connectivity of the listed koala’s habitat and reduce local threats through delivery of on-ground habitat restoration and protection actions.","You can apply if you:
have an Australian business number (ABN)
are an organisation invited to apply for a project listed in Appendix A of the guidelines.
You can't apply if you are:
an organisation not listed in Appendix A of the guidelines
an organisation, or your project partner is an organisation, included on the National Redress Scheme’s website on the list of Institutions that have not joined or signified their intent to join the Scheme 
an employer of 100 or more employees who has not complied with the Workplace Gender Equality Act (2012).",,"$7,500,000.00",Eligible applicants will be contacted.,,Saving Koalas Fund Habitat,,,"From $0.00 to $7,500,000.00",,
GO5067,Department of Health and Aged Care,"30-Jun-2024 2:00 pm (ACT Local Time)
Show close time for other time zones",251005 - Indigenous Health,3-Sep-2021,NT,Closed Non-Competitive,"This grant opportunity enables the awarding of grants under the Pathways to Community Control (P2CC) program. The purpose of this grant opportunity is to support an organisation to transition health service delivery to Aboriginal community control under the P2CC Program. The grant supports the planning and implementation of the transition, which can include:
development of corporate and clinical governance models and systems;
development of a health plan for the region;
community engagement and stakeholder consultation;
Memorandum of Understanding (MOUs);
required changes to the legal entity of the organisation and related governance structures;
capacity building activities; and
agreement of an evaluation strategy.
The objectives of this grant opportunity are:
to support the organisation to build its capacity and capabilities to deliver culturally safe, sustainable and high quality comprehensive primary health care services;
no or limited impact on service delivery during the transfer period with all planned programs, staff, and services transferring on the agreed date; and
the completion of a successful transition, resulting in the transfer of Indigenous Australians’ Health Programme primary health care funding for the ongoing operation of health services from the Northern Territory Government to the organisation.
To view the grant opportunity documents, please select the red ""GO Documents"" button on the left hand side.","To be eligible you must be the organisation/s invited to be considered by the Commonwealth Department of Health. 
Organisations invited to participate in the program have been approved by the Northern Territory Aboriginal Health Forum (NTAHF) and the Commonwealth Department of Health to take up operations of the health service from the Northern Territory Government. The Northern Territory Government (NTG) is supporting this transition through the NT Department of Health and either the Top End Health Service or Central Australian Health Service, depending on the location.  
A well-established process exists to set priority regions and identify organisations, endorsed by the NTAHF. The NTAHF is made up of members from the Aboriginal Medical Services Alliance Northern Territory (AMSANT), the Northern Territory Government, the Northern Territory Primary Health Network and the Commonwealth Department of Health. As part of the process, a Regionalisation Proposal (business case) must be developed by the organisation, demonstrating such factors as need, capability and community support.  The Regionalisation Proposal must be first endorsed by NTAHF, prior to a grant being considered by the Department under this grant opportunity.
The organisation/s invited to be considered have been assessed to have:
capability to deliver the project activities in the project location;
existing infrastructure and relationships to support the project activities;
experience, knowledge and capability to deliver the project objectives and outcomes; and
approval of the NTAHF to transfer Northern Territory Government health service delivery to community control.
The process undertaken to determine eligible organisations is consistent with best practice under the Commonwealth Grants Rules and Guidelines, particularly Section 8 Collaboration and Partnership, which encourages seeking input from government and non-government stakeholders to achieve better outcomes.",,"$8,750,000.00","The eligible organisations does not need to submit an application for this grant opportunity.
An assessment of the eligible organisations suitability to receive a grant will be made against the criterion in section 6 of the Grant Opportunity Guidelines. The department will examine existing information it holds, and may seek additional information from within the Commonwealth and/or information about you that is available through the normal course of business including:
written support for the transition and endorsement of the business plan from NTAHF, the business plan and associated documentation including;
Transition plan, including activities and timeframes;
Stakeholder engagement plan, including a community engagement framework;
Project governance;
proposed operating budget for the transferring health service / clinic/s; and
a risk management plan (including the Commonwealth’s current risk rating for this organisation).","In addition, and where available, the department will consider the performance of your organisation over previously funded years, past value for money, compliance with the grant agreement, progress towards meeting grant activity milestone, including a history of unspent funds or under delivery, complaints, quality and any performance concerns.",P09515,,,,,
GO5304,Department of Health and Aged Care,"30-Jun-2024 2:00 pm (ACT Local Time)
Show close time for other time zones",101001 - Aged Care,2-Dec-2021,"ACT, NSW, VIC, SA, WA, QLD, NT, TAS",Targeted or Restricted Competitive,"The Specialist Dementia Care Program (SDCP) is an Australian Government initiative that provides care for people exhibiting very severe behavioural and psychological symptoms of dementia, who are unable to be appropriately cared for by mainstream aged care services. 
The program offers specialised, transitional residential support, focussing on reducing or stabilising symptoms over time, with the aim of enabling people to move to less intensive care settings. 
Under the SDCP, the intention is that there will be 35 SDCP units established, with a unit in each of the 31 Primary Health Network (PHN) regions.
To date 10 SDCP units have been established nationally across 9 PHN regions as part of the Phase One Grant Opportunities.
The purpose of the Phase Two SDCP Grant opportunity is to identify aged care providers with capacity to establish the remaining SDCP units through the use of targeted competitive and non-competitive approaches commencing from December 2021. 
Eligibility 
Targeted Competitive grant opportunity 
For the targeted - competitive grant opportunity, all eligible organisations located within the designated PHN region may apply. A Department of Health and Aged Care - Your Aged Care Newsletter article will be used to advise organisations of the Grant Opportunity through GrantConnect.
Closed non-competitive grant opportunity
For the closed non-competitive grant opportunity, only the organisation invited by the Department of Health and Aged Care will be eligible to apply for the Grant Opportunity through GrantConnect. 
To view the grant opportunity documents, please select the red ""GO Documents"" button on the left hand side of GrantConnect.
 "," To be eligible to apply you must be: 
• an organisation invited to apply by the Department of Health and Aged Care (either via email or Your Aged Care Newsletter article depending on the approach type); and
• an Approved Aged Care Provider.
   ",,"$5,500,000.00","Closing dates will be specified in either the invitation to apply or via the Your Aged Care Newsletter article from the Department of Health and Aged Care.
Current/Forecast opportunities:
- Targeted competitive grant opportunity will be advertised in late 2022. 
Submit your application to Grant.ATM@health.gov.au with the email subject line “GO5304 Specialist Dementia Care Program Application” followed by your organisation’s name.
If you do not receive an email (including auto reply) within 48 hours please contact the department on (02) 6289 5600.
 ","Please only submit your application in .doc, .docx, .xls, .xlsx or .pdf format. Applications cannot exceed 20MB. Do not include macros, zip or password protect applications or attachments.",PO5227,PO5984,View Addenda,"From $0.00 to $5,500,000.00",101003 - Dementia,
